<TICKER>,<PER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OI>
RDSA,D,20090528,18.56,18.805,18.50,18.76,5631324
RDSA,D,20090529,18.96,19.275,18.915,19.00,8890050
RDSA,D,20090601,19.39,19.67,19.26,19.53,6822797
RDSA,D,20090602,19.41,19.60,19.30,19.545,5901657
RDSA,D,20090603,19.65,19.73,19.04,19.24,9013481
RDSA,D,20090604,19.22,19.53,19.10,19.255,6576347
RDSA,D,20090605,19.365,19.68,19.325,19.46,6669029
RDSA,D,20090608,19.50,19.54,19.16,19.41,5721240
RDSA,D,20090609,19.74,19.75,19.33,19.40,5680376
RDSA,D,20090610,19.615,19.97,19.61,19.725,9480955
RDSA,D,20090611,19.635,19.715,19.46,19.65,5149136
RDSA,D,20090612,19.63,19.64,19.305,19.40,4644614
RDSA,D,20090615,19.255,19.26,18.64,18.695,8040873
RDSA,D,20090616,18.765,18.97,18.70,18.70,5409070
RDSA,D,20090617,18.79,18.865,18.27,18.41,8393110
RDSA,D,20090618,18.50,18.515,18.015,18.29,5948292
RDSA,D,20090619,18.26,18.775,18.175,18.735,7622417
RDSA,D,20090622,18.72,18.80,17.92,17.92,8155440
RDSA,D,20090623,17.85,18.015,17.68,17.785,5950764
RDSA,D,20090624,17.92,18.02,17.68,17.925,5916440
RDSA,D,20090625,17.85,17.88,17.44,17.725,6852822
RDSA,D,20090626,17.87,18.03,17.56,17.695,6127735
RDSA,D,20090629,17.695,18.19,17.625,18.105,5918891
RDSA,D,20090630,18.245,18.26,17.685,17.80,6508722
RDSA,D,20090701,17.80,18.335,17.80,18.155,5975190
RDSA,D,20090702,18.02,18.05,17.40,17.53,11725507
RDSA,D,20090703,17.615,17.69,17.405,17.545,4342001
RDSA,D,20090706,17.40,17.415,16.885,17.05,10848711
RDSA,D,20090707,17.11,17.19,16.80,16.86,6246234
RDSA,D,20090708,16.70,17.00,16.675,16.735,7181489
RDSA,D,20090709,16.94,17.05,16.71,16.915,5480301
RDSA,D,20090710,16.85,16.935,16.68,16.74,5979345
RDSA,D,20090713,16.68,17.02,16.555,16.96,6316298
RDSA,D,20090714,17.06,17.25,16.86,17.12,6395290
RDSA,D,20090715,17.21,17.60,17.185,17.595,6790560
RDSA,D,20090716,17.685,17.82,17.45,17.725,6276045
RDSA,D,20090717,17.77,17.93,17.71,17.785,7106132
RDSA,D,20090720,17.94,18.19,17.725,18.06,7299612
RDSA,D,20090721,18.09,18.22,17.935,18.135,7207064
RDSA,D,20090722,18.15,18.15,17.905,18.015,5070781
RDSA,D,20090723,18.06,18.37,17.90,18.30,5723107
RDSA,D,20090724,18.30,18.57,18.18,18.325,5958267
RDSA,D,20090727,18.495,18.595,18.365,18.565,5876852
RDSA,D,20090728,18.595,18.77,18.31,18.36,8081352
RDSA,D,20090729,18.365,18.805,18.35,18.54,7285868
RDSA,D,20090730,18.80,18.83,18.49,18.73,7960961
RDSA,D,20090731,18.615,18.615,18.325,18.44,9232754
RDSA,D,20090803,18.50,18.77,18.36,18.575,7982665
RDSA,D,20090804,18.61,18.69,18.44,18.69,6876835
RDSA,D,20090805,18.39,18.43,17.96,18.09,8550651
RDSA,D,20090806,18.055,18.25,18.005,18.10,6760085
RDSA,D,20090807,18.17,18.48,18.03,18.345,8084924
RDSA,D,20090810,18.35,18.36,18.15,18.21,3731924
RDSA,D,20090811,18.40,18.44,18.265,18.36,6696958
RDSA,D,20090812,18.415,18.685,18.34,18.58,5759485
RDSA,D,20090813,18.67,18.72,18.36,18.485,6846414
RDSA,D,20090814,18.61,18.82,18.385,18.45,6980929
RDSA,D,20090817,18.37,18.43,18.105,18.30,6627973
RDSA,D,20090818,18.40,18.495,18.32,18.425,3897405
RDSA,D,20090819,18.25,18.51,18.16,18.46,5461428
RDSA,D,20090820,18.69,18.80,18.585,18.73,6546869
RDSA,D,20090821,18.695,19.315,18.65,19.20,10760427
RDSA,D,20090824,19.35,19.47,19.22,19.26,7249845
RDSA,D,20090825,19.20,19.49,19.03,19.45,7056617
RDSA,D,20090826,19.335,19.475,19.21,19.36,6459551
RDSA,D,20090827,19.34,19.45,19.19,19.275,4705737
RDSA,D,20090828,19.38,19.63,19.305,19.46,6322316
RDSA,D,20090831,19.37,19.45,19.29,19.355,3527156
RDSA,D,20090901,19.44,19.48,19.125,19.155,7129172
RDSA,D,20090902,19.12,19.55,18.98,19.48,9950394
RDSA,D,20090903,19.38,19.51,19.30,19.33,6830765
RDSA,D,20090904,19.415,19.51,19.265,19.385,5798043
RDSA,D,20090907,19.45,19.515,19.27,19.50,5414282
RDSA,D,20090908,19.50,19.70,19.38,19.70,11049340
RDSA,D,20090909,19.60,20.01,19.58,20.01,11828635
RDSA,D,20090910,19.99,20.085,19.675,20.02,8940420
RDSA,D,20090911,20.065,20.11,19.87,19.95,6598606
RDSA,D,20090914,19.71,19.82,19.59,19.77,7088107
RDSA,D,20090915,19.75,19.90,19.61,19.76,7755814
RDSA,D,20090916,19.955,19.955,19.71,19.79,7324107
RDSA,D,20090917,19.94,20.045,19.855,20.035,7435272
RDSA,D,20090918,19.94,20.04,19.825,19.825,9711963
RDSA,D,20090921,19.94,20.035,19.79,19.96,7168454
RDSA,D,20090922,20.00,20.20,19.99,20.09,6670675
RDSA,D,20090923,20.095,20.185,19.835,19.915,7499890
RDSA,D,20090924,19.835,20.045,19.54,19.67,9140156
RDSA,D,20090925,19.67,19.805,19.545,19.55,6749255
RDSA,D,20090928,19.50,19.875,19.37,19.86,6254211
RDSA,D,20090929,19.95,19.96,19.70,19.80,5952091
RDSA,D,20090930,19.85,19.90,19.41,19.55,8358285
RDSA,D,20091001,19.54,19.74,19.31,19.355,7212021
RDSA,D,20091002,19.27,19.34,19.00,19.10,7318839
RDSA,D,20091005,19.07,19.10,18.92,19.02,6375965
RDSA,D,20091006,19.095,19.54,19.045,19.475,6861173
RDSA,D,20091007,19.435,19.525,19.285,19.33,5957630
RDSA,D,20091008,19.47,19.565,19.23,19.33,7071148
RDSA,D,20091009,19.27,19.44,19.245,19.41,6095701
RDSA,D,20091012,19.49,19.72,19.365,19.665,5764875
RDSA,D,20091013,19.70,19.72,19.545,19.58,7769114
RDSA,D,20091014,19.79,20.115,19.745,20.055,11048803
RDSA,D,20091015,20.155,20.27,19.97,20.135,9585838
RDSA,D,20091016,20.305,20.75,20.27,20.485,13609218
RDSA,D,20091019,20.55,20.95,20.55,20.915,8860307
RDSA,D,20091020,20.995,21.03,20.745,20.89,9024021
RDSA,D,20091021,20.945,21.175,20.755,21.135,12131742
RDSA,D,20091022,20.935,20.97,20.63,20.87,7787392
RDSA,D,20091023,20.86,21.05,20.72,20.795,7713246
RDSA,D,20091026,20.84,21.19,20.755,20.855,9696784
RDSA,D,20091027,21.055,21.455,21.02,21.39,12975266
RDSA,D,20091028,21.39,21.415,21.045,21.19,12107937
RDSA,D,20091029,20.76,20.81,20.23,20.78,16095207
RDSA,D,20091030,20.60,20.725,20.09,20.21,11764063
RDSA,D,20091102,20.16,20.235,19.97,20.10,10670919
RDSA,D,20091103,20.185,20.30,20.02,20.195,9000557
RDSA,D,20091104,20.06,20.245,19.97,20.12,7443586
RDSA,D,20091105,19.93,20.43,19.79,20.315,7615491
RDSA,D,20091106,20.31,20.39,19.98,20.235,6096441
RDSA,D,20091109,20.40,20.695,20.35,20.655,6039699
RDSA,D,20091110,20.65,20.93,20.60,20.72,6562471
RDSA,D,20091111,20.90,21.125,20.80,20.805,7829261
RDSA,D,20091112,20.745,20.915,20.675,20.75,5889857
RDSA,D,20091113,20.70,20.835,20.575,20.81,5412700
RDSA,D,20091116,20.98,21.165,20.785,21.095,5494970
RDSA,D,20091117,20.935,21.22,20.93,21.11,6265923
RDSA,D,20091118,21.26,21.30,20.95,21.00,5911250
RDSA,D,20091119,20.98,21.10,20.555,20.655,7882850
RDSA,D,20091120,20.61,20.73,20.25,20.305,7401120
RDSA,D,20091123,20.41,20.82,20.40,20.745,5401608
RDSA,D,20091124,20.555,20.765,20.49,20.64,6341577
RDSA,D,20091125,20.78,20.80,20.505,20.66,4935976
RDSA,D,20091126,20.46,20.54,19.955,20.075,8725181
RDSA,D,20091127,19.77,20.375,19.725,20.225,7531238
RDSA,D,20091130,20.27,20.31,19.735,19.79,8917720
RDSA,D,20091201,19.99,20.265,19.915,20.21,6461654
RDSA,D,20091202,20.28,20.435,20.185,20.30,5932520
RDSA,D,20091203,20.48,20.49,20.17,20.245,5938073
RDSA,D,20091204,20.22,20.815,20.18,20.64,10041488
RDSA,D,20091207,20.52,20.67,20.35,20.575,6717928
RDSA,D,20091208,20.575,20.62,20.18,20.33,9574830
RDSA,D,20091209,20.215,20.375,20.01,20.215,7127527
RDSA,D,20091210,20.195,20.365,20.12,20.195,5558334
RDSA,D,20091211,20.24,20.44,20.23,20.27,6791567
RDSA,D,20091214,20.40,20.545,20.335,20.43,5519483
RDSA,D,20091215,20.425,20.47,20.20,20.385,5067914
RDSA,D,20091216,20.33,20.64,20.33,20.51,5398242
RDSA,D,20091217,20.40,20.59,20.32,20.325,6307032
RDSA,D,20091218,20.355,20.68,20.24,20.24,9859140
RDSA,D,20091221,20.395,20.82,20.32,20.65,4778348
RDSA,D,20091222,20.755,21.185,20.70,20.985,8196386
RDSA,D,20091223,21.11,21.28,21.07,21.14,3505331
RDSA,D,20091224,21.30,21.30,21.12,21.18,1197085
RDSA,D,20091228,21.215,21.29,21.185,21.20,2115651
RDSA,D,20091229,21.28,21.37,21.18,21.21,2667105
RDSA,D,20091230,21.13,21.225,20.975,21.13,2153945
RDSA,D,20091231,21.295,21.30,21.065,21.10,1082125
