<TICKER>,<PER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OI>
RDSA,D,20100413,22.35,22.46,22.18,22.285,5007816
RDSA,D,20100414,22.385,22.68,22.35,22.605,6666497
RDSA,D,20100415,22.73,22.795,22.49,22.75,6044450
RDSA,D,20100416,22.64,22.885,22.48,22.505,9052585
RDSA,D,20100419,22.45,22.605,22.315,22.54,7170066
RDSA,D,20100420,22.62,22.97,22.57,22.935,8476158
RDSA,D,20100421,23.01,23.095,22.885,22.97,8185433
RDSA,D,20100422,22.86,23.02,22.655,22.825,8724819
RDSA,D,20100423,22.82,22.975,22.625,22.905,8302425
RDSA,D,20100426,23.065,23.235,22.915,23.06,8231299
RDSA,D,20100427,23.15,23.31,22.965,23.175,13173761
RDSA,D,20100428,23.22,23.775,23.20,23.555,17138034
RDSA,D,20100429,23.58,23.64,23.24,23.45,13459041
RDSA,D,20100430,23.465,23.84,23.455,23.57,13048615
RDSA,D,20100503,23.64,23.64,23.335,23.495,5912571
RDSA,D,20100504,23.57,23.61,22.785,22.885,13631876
RDSA,D,20100505,22.77,22.90,22.31,22.42,12963201
RDSA,D,20100506,22.20,22.40,21.975,22.02,12399459
RDSA,D,20100507,21.22,21.865,20.935,21.26,22769464
RDSA,D,20100510,21.87,22.25,21.35,22.035,19866084
RDSA,D,20100511,21.825,22.19,21.76,22.145,9288523
RDSA,D,20100512,22.055,22.21,21.81,22.075,8331319
RDSA,D,20100513,22.33,22.345,21.98,22.105,4958038
RDSA,D,20100514,21.985,21.99,21.675,21.75,8320263
RDSA,D,20100517,21.89,22.025,21.66,21.72,8424309
RDSA,D,20100518,21.90,21.93,21.535,21.885,6501210
RDSA,D,20100519,21.625,21.91,21.335,21.365,9493426
RDSA,D,20100520,21.44,21.715,20.955,21.335,11827485
RDSA,D,20100521,21.155,21.25,20.505,20.87,15579723
RDSA,D,20100524,20.91,21.025,20.665,20.78,5774208
RDSA,D,20100525,20.27,20.78,20.01,20.705,10536320
RDSA,D,20100526,20.85,21.06,20.515,20.80,8918651
RDSA,D,20100527,20.845,21.39,20.845,21.35,8644037
RDSA,D,20100528,21.42,21.665,21.145,21.345,6470501
RDSA,D,20100531,21.44,21.53,21.135,21.19,3547961
RDSA,D,20100601,21.24,21.745,20.97,21.63,11282522
RDSA,D,20100602,21.45,21.745,21.24,21.705,6769652
RDSA,D,20100603,21.975,22.185,21.915,22.045,7214256
RDSA,D,20100604,22.17,22.45,21.77,21.86,8121467
RDSA,D,20100607,21.57,21.86,21.565,21.71,6159187
RDSA,D,20100608,21.735,21.76,21.175,21.44,7083598
RDSA,D,20100609,21.60,21.63,21.215,21.43,6256453
RDSA,D,20100610,21.32,21.44,21.205,21.38,9593820
RDSA,D,20100611,21.505,21.72,21.285,21.57,8026236
RDSA,D,20100614,21.65,21.80,21.475,21.595,7167275
RDSA,D,20100615,21.45,21.79,21.40,21.635,5698270
RDSA,D,20100616,21.765,22.02,21.68,21.99,7689588
RDSA,D,20100617,22.00,22.18,21.835,22.015,6046374
RDSA,D,20100618,22.00,22.135,21.90,21.965,10621814
RDSA,D,20100621,22.28,22.415,22.165,22.245,5921197
RDSA,D,20100622,22.175,22.35,21.94,22.27,7715211
RDSA,D,20100623,22.09,22.225,21.925,22.02,7024653
RDSA,D,20100624,22.125,22.17,21.52,21.59,6767923
RDSA,D,20100625,21.50,21.54,21.25,21.35,5952324
RDSA,D,20100628,21.395,21.69,21.335,21.64,6132508
RDSA,D,20100629,21.42,21.525,21.025,21.11,7002495
RDSA,D,20100630,21.06,21.09,20.65,20.75,8361041
RDSA,D,20100701,20.50,20.575,19.725,19.75,14879895
RDSA,D,20100702,19.88,20.05,19.725,19.905,8165233
RDSA,D,20100705,20.035,20.09,19.76,19.76,3656619
RDSA,D,20100706,19.835,20.245,19.795,20.07,7329678
RDSA,D,20100707,19.905,20.24,19.79,20.205,5980349
RDSA,D,20100708,20.355,20.835,20.30,20.81,7689994
RDSA,D,20100709,20.895,21.195,20.825,21.055,6108657
RDSA,D,20100712,21.11,21.325,20.93,21.205,4037370
RDSA,D,20100713,21.205,21.625,21.20,21.59,5732919
RDSA,D,20100714,21.75,21.83,21.615,21.825,6005338
RDSA,D,20100715,21.78,21.88,21.36,21.505,6477993
RDSA,D,20100716,21.46,21.62,21.21,21.275,6649863
RDSA,D,20100719,21.20,21.35,21.05,21.115,4266534
RDSA,D,20100720,21.14,21.20,20.845,21.03,4163266
RDSA,D,20100721,21.15,21.405,21.15,21.20,4691322
RDSA,D,20100722,21.08,21.68,21.06,21.64,4921320
RDSA,D,20100723,21.665,21.895,21.55,21.85,6235117
RDSA,D,20100726,21.97,22.00,21.615,21.755,4843808
